ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
dri,Darden Restaurants Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/c375d95c-80eb-11ea-817c-00000000092a.png,https://www.darden.com,A,High,BB,Medium,BB,Medium,515,309,300,1124,17-04-2022,BBB,High,940944
ce,Celanese Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/9a354dde-80eb-11ea-9454-00000000092a.png,https://www.celanese.com/,A,High,BB,Medium,BB,Medium,500,319,300,1119,10-06-2022,BBB,High,1306830
dg,Dollar General Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/f9e89aa6-82a3-11ea-bcf8-00000000092a.png,https://www.dollargeneral.com/,B,Medium,B,Medium,B,Medium,247,222,200,669,17-04-2022,B,Medium,29534
cmg,Chipotle Mexican Grill Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/a551a6c2-80eb-11ea-a89e-00000000092a.png,https://www.chipotle.com/,B,Medium,B,Medium,B,Medium,210,241,213,664,16-04-2022,B,Medium,1058090
dgx,Quest Diagnostics Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/bcfcc2be-80eb-11ea-b2d4-00000000092a.png,https://www.questdiagnostics.com/,B,Medium,BB,Medium,B,Medium,230,300,205,735,19-04-2022,B,Medium,1022079
ccl,Carnival Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/9994e2b0-80eb-11ea-a0cb-00000000092a.png,https://www.carnivalcorp.com/,A,High,BB,Medium,BB,Medium,515,326,320,1161,16-04-2022,BBB,High,815097
chd,Church & Dwight Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/80497981115775795530c2304913f6f51722baec9f0cd47eb4115e3d16f2ff4b.png,https://churchdwight.com/,A,High,BB,Medium,BB,Medium,578,341,348,1267,16-04-2022,A,High,313927
dow,Dow Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/d809bb30e681dc3abf1fa05dc6154f5ce1ca51b61eadafdf15369c1c4d37f99b.png,https://investors.dow.com/,B,Medium,B,Medium,B,Medium,225,201,200,626,17-04-2022,B,Medium,1751788
dfs,Discover Financial Services,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/bcb852c0-80eb-11ea-b6e7-00000000092a.png,https://www.discover.com/,BB,Medium,BB,Medium,BB,Medium,335,321,313,969,17-04-2022,BBB,High,1393612
duk,Duke Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/c6386312-80eb-11ea-a9c6-00000000092a.png,https://www.duke-energy.com/,AA,Excellent,BB,Medium,BB,Medium,604,362,328,1294,17-04-2022,A,High,1326160
dre,Duke Realty Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/c2b783b4-80eb-11ea-9a9a-00000000092a.png,https://www.dukerealty.com/,A,High,BB,Medium,BB,Medium,540,313,300,1153,17-04-2022,BBB,High,783280
cf,CF Industries Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/9b57a636-80eb-11ea-8738-00000000092a.png,https://www.cfindustries.com/,A,High,BB,Medium,BB,Medium,525,307,310,1142,16-04-2022,BBB,High,1324404
dvn,Devon Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/c6b217be-80eb-11ea-af1d-00000000092a.png,https://www.devonenergy.com/,A,High,BB,Medium,BB,Medium,570,301,300,1171,17-04-2022,BBB,High,1090012
ecl,Ecolab Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/310f9a68901ccb666997c890b733d4af9872166796de8310822ee896fb970a3f.png,https://www.ecolab.com/,A,High,BB,Medium,BB,Medium,547,373,325,1245,17-04-2022,A,High,31462
hd,Home Depot Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/f3d21b34-80eb-11ea-9fb5-00000000092a.png,https://www.homedepot.com/,B,Medium,BB,Medium,B,Medium,230,317,205,752,17-04-2022,BB,Medium,354950
dte,DTE Energy Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/c4c6a66c-80eb-11ea-a459-00000000092a.png,https://www.newlook.dteenergy.com/,A,High,BB,Medium,B,Medium,592,313,210,1115,17-04-2022,BBB,High,936340
eix,Edison International,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/cbccd574-80eb-11ea-ac7b-00000000092a.png,https://www.edison.com/,AA,Excellent,A,High,BB,Medium,700,513,315,1528,17-04-2022,A,High,827052
glw,Corning Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/ec2c31c6-80eb-11ea-946c-00000000092a.png,https://www.corning.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,16-04-2022,B,Medium,24741
dva,DaVita Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/c5ccdcdc-80eb-11ea-9165-00000000092a.png,https://www.davita.com/,B,Medium,BB,Medium,BB,Medium,260,332,300,892,17-04-2022,BB,Medium,927066
wdc,Western Digital Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/614eaedc2d32b02535d899770c447ff80b1fef23bd17a0f30cec4ea863891044.png,https://www.westerndigital.com/,A,High,BB,Medium,B,Medium,545,339,260,1144,20-04-2022,BBB,High,106040
gs,Goldman Sachs Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/7ba3bd9e8fc91f97252e3b58f24fe98824e71ab51ac7805cec819dc88f10e7de.png,https://www.goldmansachs.com/,A,High,BB,Medium,BB,Medium,525,305,305,1135,17-04-2022,BBB,High,886982
dxc,DXC Technology Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/12afb9ee-8279-11ea-a94d-00000000092a.png,https://dxc.com/us/en,A,High,BB,Medium,BB,Medium,505,326,305,1136,10-06-2022,BBB,High,1688568
etn,Eaton Corporation PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/d2178ec6-80eb-11ea-a096-00000000092a.png,https://www.eaton.com/,A,High,BB,Medium,BB,Medium,520,328,320,1168,17-04-2022,BBB,High,1551182
ed,Consolidated Edison Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/24f921dc-8279-11ea-9a09-00000000092a.png,https://www.conedison.com/,AA,Excellent,BB,Medium,BB,Medium,700,358,300,1358,16-04-2022,A,High,1047862
hsy,Hershey Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/f2b115ad22f1c30d69a33526154bd236297b2162d2cc21642cd3b508818b4d3b.png,https://www.thehersheycompany.com/,A,High,BB,Medium,BB,Medium,525,361,300,1186,17-04-2022,BBB,High,47111
jnj,Johnson & Johnson,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/0a900736-80ec-11ea-8224-00000000092a.png,https://www.jnj.com/,A,High,BB,Medium,BB,Medium,565,308,300,1173,18-04-2022,BBB,High,200406
jpm,JPMorgan Chase & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/0bf9570a-80ec-11ea-9e21-00000000092a.png,https://www.jpmorganchase.com/,A,High,BB,Medium,BB,Medium,505,319,338,1162,18-04-2022,BBB,High,19617
ko,Coca-Cola Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,https://static.finnhub.io/logo/12f0377a-80ec-11ea-896a-00000000092a.png,https://www.coca-colacompany.com/,B,Medium,B,Medium,B,Medium,200,201,200,601,16-04-2022,B,Medium,21344
kmx,Carmax Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/2879f1e14e28ba6a8ddfa0976c76da74189bd418a0c3505ebd333d3c7efb1b85.png,https://www.carmax.com/,B,Medium,B,Medium,BB,Medium,251,237,300,788,16-04-2022,BB,Medium,1170010
ldos,Leidos Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/6a70aab0-80ec-11ea-b140-00000000092a.png,https://www.leidos.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,18-04-2022,BBB,High,1336920
leg,Leggett & Platt Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/5e2230cc2a5c21f9fa14b3e7606d0fac3df9217b811e3743301fa11c8fc0c684.png,https://leggett.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,18-04-2022,BBB,High,58492
mcd,McDonald's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/1fc48922e8f6853d63649be8c022bc451941771d13aefd69960f6bd1c6e726ed.png,https://www.mcdonalds.com/us/en-us.html,A,High,BB,Medium,BB,Medium,505,326,305,1136,18-04-2022,BBB,High,63908
lin,Linde PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/b8fe2cdc-81d4-11ea-bd4e-00000000092a.png,https://www.linde.com/,B,Medium,B,Medium,B,Medium,210,240,275,725,20-04-2022,B,Medium,1707925
lumn,Lumen Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Telecommunication,https://static.finnhub.io/logo/b2f04cc0-80eb-11ea-a434-00000000092a.png,https://www.centurylink.com/,A,High,BB,Medium,BB,Medium,535,327,305,1167,10-06-2022,BBB,High,18926
lyb,LyondellBasell Industries NV,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/d3871fc8-80c9-11ea-8168-00000000092a.png,https://www.lyondellbasell.com/,A,High,BB,Medium,BB,Medium,587,352,330,1269,18-04-2022,A,High,1489393
mco,Moody's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/21b77074-80ec-11ea-a2fe-00000000092a.png,https://www.moodys.com/,A,High,BB,Medium,B,Medium,515,308,235,1058,18-04-2022,BBB,High,1059556
mck,Mckesson Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/20acef66-80ec-11ea-9004-00000000092a.png,https://www.mckesson.com/,A,High,BB,Medium,BB,Medium,500,303,310,1113,18-04-2022,BBB,High,927653
mas,Masco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/f733abfaa82424a088ae7010ead7d371b7f6579b20393e2cf842ecda43a4e1e6.png,https://masco.com/,A,High,BB,Medium,BB,Medium,522,323,305,1150,18-04-2022,BBB,High,62996
low,Lowe's Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/1a543662-80ec-11ea-962e-00000000092a.png,http://media.lowes.com/,B,Medium,B,Medium,B,Medium,218,200,200,618,18-04-2022,B,Medium,60667
mdt,Medtronic PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/23418fdc-80ec-11ea-b2ad-00000000092a.png,https://www.medtronic.com/,A,High,BB,Medium,BB,Medium,515,308,315,1138,18-04-2022,BBB,High,1613103
mkc,McCormick & Company Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/283299b6-80ec-11ea-a748-00000000092a.png,https://www.mccormick.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,18-04-2022,BBB,High,63754
met,MetLife Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/23fa7ee8-80ec-11ea-b9be-00000000092a.png,https://www.metlife.com/,A,High,BB,Medium,BB,Medium,517,305,305,1127,18-04-2022,BBB,High,1099219
mgm,MGM Resorts International,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/2545909a-80ec-11ea-ac68-00000000092a.png,https://www.mgmresorts.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,17-09-2022,BBB,High,789570
mmc,Marsh & McLennan Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/0dcbb2b38c092b479f704d3951261861da99b7990ad086d13815d96c4a79c5ea.png,https://www.marshmclennan.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,18-04-2022,BBB,High,62709
mo,Altria Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Tobacco,https://static.finnhub.io/logo/002a95625a927e5c06c8491f073040b874a1ab4f55d0e779c5e5492ff0e3239d.png,https://www.altria.com/,A,High,BB,Medium,BB,Medium,500,327,341,1168,16-04-2022,BBB,High,764180
bwa,Borgwarner Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,https://static.finnhub.io/logo/fcb21b76-8278-11ea-affb-00000000092a.png,https://www.borgwarner.com/,B,Medium,B,Medium,B,Medium,260,206,230,696,16-04-2022,B,Medium,908255
mrk,Merck & Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/2eedcaa6-80ec-11ea-853f-00000000092a.png,https://www.merck.com/,A,High,BB,Medium,BB,Medium,500,305,315,1120,18-04-2022,BBB,High,310158
mro,Marathon Oil Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/2f57969a-80ec-11ea-a60d-00000000092a.png,https://www.marathonoil.com/,A,High,BB,Medium,BB,Medium,530,313,305,1148,21-04-2022,BBB,High,101778
mpc,Marathon Petroleum Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/3fcc7474-80cb-11ea-83e4-00000000092a.png,https://www.marathonpetroleum.com/,AA,Excellent,BB,Medium,BB,Medium,700,366,315,1381,18-04-2022,A,High,1510295
ms,Morgan Stanley,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png,https://www.morganstanley.com/,A,High,BB,Medium,BB,Medium,555,303,320,1178,18-04-2022,BBB,High,895421
mtb,M&T Bank Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/30d4609c-80ec-11ea-8ba5-00000000092a.png,https://www.mtb.com/,A,High,BB,Medium,B,Medium,500,303,260,1063,18-04-2022,BBB,High,36270
mtd,Mettler-Toledo International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTD.svg,https://www.mt.com/,A,High,BB,Medium,B,Medium,505,300,240,1045,18-04-2022,BBB,High,1037646
msi,Motorola Solutions Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Communications,https://static.finnhub.io/logo/2d51c630-80ec-11ea-be27-00000000092a.png,https://www.motorolasolutions.com,A,High,BB,Medium,BB,Medium,505,305,347,1157,18-04-2022,BBB,High,68505
nee,Nextera Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/e1c67092-80eb-11ea-b610-00000000092a.png,https://www.nexteraenergy.com/,AA,Excellent,BB,Medium,BB,Medium,668,306,313,1287,18-04-2022,A,High,753308
msci,MSCI Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/353f2fa2-80ec-11ea-84d6-00000000092a.png,https://www.msci.com/,A,High,BB,Medium,BB,Medium,580,347,335,1262,18-04-2022,A,High,1408198
nclh,Norwegian Cruise Line Holdings Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/11f658d4f694f9c02c757031862ef93a50badc3344e7193e69183a3b1eb46ff0.png,https://www.nclhltd.com/,BBB,High,BB,Medium,BB,Medium,495,306,300,1101,18-04-2022,BBB,High,1513761
ni,NiSource Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/3b042364-80ec-11ea-a3c4-00000000092a.png,https://www.nisource.com/,BB,Medium,BB,Medium,B,Medium,361,322,223,906,18-04-2022,BBB,High,1111711
noc,Northrop Grumman Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/3e3d9eda-80ec-11ea-810a-00000000092a.png,https://www.northropgrumman.com/,A,High,BB,Medium,BB,Medium,505,302,300,1107,18-04-2022,BBB,High,1133421
now,ServiceNow Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/8023521c-80cc-11ea-9907-00000000092a.png,https://www.servicenow.com/,A,High,BB,Medium,BB,Medium,550,374,350,1274,19-04-2022,A,High,1373715
nue,Nucor Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,https://static.finnhub.io/logo/61f6fa71dcc06483a3992eb1285beddd4a1d668f622c8a324412e5fc6828d664.png,https://nucor.com/,BB,Medium,BB,Medium,B,Medium,374,340,225,939,18-04-2022,BBB,High,73309
nlsn,Nielsen Holdings PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/56db3b78-80ca-11ea-860e-00000000092a.png,https://www.nielsen.com/,A,High,BB,Medium,BB,Medium,500,310,300,1110,18-04-2022,BBB,High,1492633
nsc,Norfolk Southern Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,https://static.finnhub.io/logo/40989d8c-80ec-11ea-9189-00000000092a.png,http://www.nscorp.com/,BB,Medium,BB,Medium,BB,Medium,358,339,330,1027,18-04-2022,BBB,High,702165
nvr,NVR Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/432bfe4c-80ec-11ea-8f50-00000000092a.png,https://www.nvrinc.com/,B,Medium,B,Medium,B,Medium,265,206,205,676,18-04-2022,B,Medium,906163
pgr,Progressive Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/5339a36c-80ec-11ea-bfff-00000000092a.png,https://www.progressive.com/,BB,Medium,BB,Medium,B,Medium,350,355,270,975,19-04-2022,BBB,High,80661
pfe,Pfizer Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/5163194a-80ec-11ea-8a20-00000000092a.png,https://www.pfizer.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,18-04-2022,BBB,High,78003
phm,Pultegroup Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/538406a4-80ec-11ea-afbb-00000000092a.png,https://www.pultegroupinc.com/,B,Medium,B,Medium,B,Medium,215,203,240,658,19-04-2022,B,Medium,822416
ph,Parker-Hannifin Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/52fb881e-80ec-11ea-9c1b-00000000092a.png,https://www.parker.com/portal/site/PARKER/menuitem.b90576e27a4d71ae1bfcc510237ad1ca/?vgnextoid=c38888b5bd16e010VgnVCM1000000308a8c0RCRD&vgnextfmt=EN,BB,Medium,BB,Medium,B,Medium,325,303,225,853,18-04-2022,BB,Medium,76334
pki,PerkinElmer Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/560b48b4-80ec-11ea-a26c-00000000092a.png,https://www.perkinelmer.com/,A,High,BB,Medium,BB,Medium,515,316,325,1156,18-04-2022,BBB,High,31791
pld,Prologis Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/6ff93222-80eb-11ea-8e84-00000000092a.png,https://www.prologis.com/,A,High,BB,Medium,BB,Medium,579,374,315,1268,19-04-2022,A,High,1045609
ppg,PPG Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/5a8e2c2e-80ec-11ea-9a08-00000000092a.png,https://www.ppg.com/,B,Medium,B,Medium,B,Medium,293,236,220,749,18-04-2022,B,Medium,79879
psa,Public Storage,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/5bb9e9a4-80ec-11ea-b327-00000000092a.png,https://www.publicstorage.com/,B,Medium,B,Medium,B,Medium,235,245,205,685,19-04-2022,B,Medium,1393311
pnc,PNC Financial Services Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/595585fe-80ec-11ea-9ee3-00000000092a.png,https://www.pnc.com/,BBB,High,BB,Medium,BB,Medium,455,323,300,1078,18-04-2022,BBB,High,713676
pm,Philip Morris International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Tobacco,https://static.finnhub.io/logo/58416e9a-80ec-11ea-a68c-00000000092a.png,https://www.pmi.com/,A,High,BB,Medium,BB,Medium,520,327,315,1162,18-04-2022,BBB,High,1413329
pkg,Packaging Corp of America,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,https://static.finnhub.io/logo/55c64d68-80ec-11ea-881b-00000000092a.png,https://www.packagingcorp.com/,A,High,BB,Medium,BB,Medium,500,303,300,1103,18-04-2022,BBB,High,75677
psx,Phillips 66,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/861c8692-80cc-11ea-8e76-00000000092a.png,https://www.phillips66.com/,A,High,BB,Medium,BB,Medium,569,363,310,1242,18-04-2022,A,High,1534701
pru,Prudential Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/5be82d74-80ec-11ea-8776-00000000092a.png,https://www.prudential.com/,B,Medium,BB,Medium,B,Medium,285,300,288,873,19-04-2022,BB,Medium,1137774
pnr,Pentair PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/7c350a5284b5364e4cbc3ebcdd8e5340212483e8b43f627494bb2fe66925d7be.png,https://www.pentair.com/,BBB,High,BB,Medium,BB,Medium,433,330,315,1078,18-04-2022,BBB,High,77360
pnw,Pinnacle West Capital Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/58db7dc2-80ec-11ea-a1d4-00000000092a.png,https://www.pinnaclewest.com/,AA,Excellent,BBB,High,BB,Medium,629,479,300,1408,18-04-2022,A,High,764622
ppl,PPL Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/5ad1b27e-80ec-11ea-91fc-00000000092a.png,https://www.pplweb.com/,A,High,BB,Medium,BB,Medium,525,306,300,1131,18-04-2022,BBB,High,922224
pwr,Quanta Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,https://static.finnhub.io/logo/5cd40824-80ec-11ea-8cdc-00000000092a.png,https://www.quantaservices.com/,A,High,BB,Medium,BB,Medium,540,382,310,1232,19-04-2022,A,High,1050915
rjf,Raymond James Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/61f3d4a2-80ec-11ea-bc21-00000000092a.png,https://www.raymondjames.com/,A,High,BB,Medium,BB,Medium,505,309,305,1119,19-04-2022,BBB,High,720005
rf,Regions Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/6078f774-80ec-11ea-a4f9-00000000092a.png,https://www.regions.com/,BBB,High,BB,Medium,BB,Medium,490,304,305,1099,17-04-2022,BBB,High,1281761
rcl,Royal Caribbean Cruises Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/fa7e26aaa52b5bf30455b809ea0e58a231ef2155d3060c9c25907fe65ac56333.png,https://www.royalcaribbeangroup.com/,A,High,BB,Medium,BB,Medium,503,327,310,1140,19-04-2022,BBB,High,884887
rl,Ralph Lauren Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/627d9592-80ec-11ea-8d78-00000000092a.png,https://investor.ralphlauren.com/,BBB,High,BB,Medium,BB,Medium,420,352,303,1075,19-04-2022,BBB,High,1037038
pvh,PVH Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/5c877bb6-80ec-11ea-aa40-00000000092a.png,https://www.pvh.com/,BBB,High,BB,Medium,BB,Medium,418,319,315,1052,19-04-2022,BBB,High,78239
rhi,Robert Half International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/611b69c8-80ec-11ea-97f0-00000000092a.png,https://www.roberthalf.com/,B,Medium,BB,Medium,BB,Medium,255,334,310,899,19-04-2022,BB,Medium,315213
pxd,Pioneer Natural Resources Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/5d0d741c-80ec-11ea-a494-00000000092a.png,https://www.pxd.com/,AA,Excellent,BBB,High,BB,Medium,700,412,300,1412,18-04-2022,A,High,1038357
rol,Rollins Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,https://static.finnhub.io/logo/65f77576-80ec-11ea-b637-00000000092a.png,https://www.rollins.com/,A,High,BB,Medium,BB,Medium,500,300,305,1105,19-04-2022,BBB,High,84839
rmd,Resmed Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/6392da88-80ec-11ea-998e-00000000092a.png,https://www.resmed.com/,BB,Medium,BB,Medium,BB,Medium,330,312,300,942,19-04-2022,BBB,High,943819
schw,Charles Schwab Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/867fa080-80e0-11ea-9be1-00000000092a.png,https://www.schwab.com/,A,High,BB,Medium,BB,Medium,515,300,300,1115,16-04-2022,BBB,High,316709
rok,Rockwell Automation Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/65a84b78-80ec-11ea-a534-00000000092a.png,https://www.rockwellautomation.com/,BB,Medium,B,Medium,B,Medium,308,243,210,761,19-04-2022,BB,Medium,1024478
tdg,TransDigm Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/80ac1b50-80ec-11ea-a061-00000000092a.png,https://www.transdigm.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,1260221
see,Sealed Air Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,https://static.finnhub.io/logo/6c39a694-80ec-11ea-9601-00000000092a.png,https://sealedair.com/,A,High,BB,Medium,B,Medium,555,318,257,1130,19-04-2022,BBB,High,1012100
rop,Roper Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/6649ef38-80ec-11ea-a694-00000000092a.png,https://www.ropertech.com/,A,High,BB,Medium,BB,Medium,570,350,340,1260,19-04-2022,A,High,882835
